,ret_1d,ret_5d,ma_gap,vol_20,dxy_chg_5d_dir,us10y_chg_5d_dir,cpi_surprise_dir,nfp_surprise_dir,fed_exp_level,fed_exp_chg,demand_chg_5d,gpr_level_z,gpr_chg_5d,ev_supply_5d,ev_geo_5d,ev_demand_5d,ev_cpi_5d,ev_jobs_5d,ev_fed_5d,ev_view_5d,inst_bias
2025-05-07,-0.01741252597362486,-0.0024079818996858293,-0.05200904538589057,0.023079968022475784,0.3875453638529702,-0.08999999999999986,1.0917495350447912,0.6748592461676715,0.3821973631664021,-0.4249998740267878,-0.7807293608039334,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-08,0.031194256711875035,0.011246446696235424,-0.02068143303570391,0.022894274040179394,0.31159529155720955,-0.1200000000000001,1.075877605679784,0.6652407396423482,-0.18514311366491004,-0.21113772596313735,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-09,0.018358243192690082,0.04577112723106502,-0.0019314150668163776,0.022640923337878028,-0.018694457460721736,-0.040000000000000036,1.0603004675607812,0.6556983609181515,0.2573458249463446,0.6566403915881057,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-12,0.01512592878662744,0.0809982353387797,0.012854376353672592,0.022905904257558483,-1.0019523757722082,-0.08999999999999986,1.045005781363354,0.6462294027366943,-0.45348432121930865,-0.18053313758133732,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-13,0.027385885953782996,0.0746517886713507,0.03836804358790413,0.02366490323400462,-0.7510547624295594,-0.1900000000000004,1.0299818592077543,0.6368312280626376,-0.6133515565505551,-0.41711601802229586,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-14,-0.008200645232434134,0.08386366941254142,0.029626077990918986,0.0234327948305142,-0.4566112826223989,-0.27000000000000046,1.0152176191222984,0.6275012663153301,-1.0,-1.3821973631664022,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-15,-0.024526355627978447,0.028143057072687938,0.007522999439959932,0.022611283124646803,-0.04936590070774294,-0.08000000000000007,1.0007025432791583,0.6182370097693936,-0.5747319513026061,-0.3895888376376961,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-16,0.014020050772469261,0.023804864652467117,0.02326532475082388,0.02290577384589497,-0.4526641152277522,-0.05999999999999961,0.9864266396354298,0.6090360101122996,-0.5747319513026061,-0.3895888376376961,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-19,0.0031954013448860508,0.011874337210725727,0.02677081693615868,0.022253339344961463,0.8646303274128408,-0.009999999999999787,0.9702660296516026,0.596239705777908,-0.9047823788891929,-0.45129805766988423,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-20,-0.002075849048821077,-0.017587397791878345,0.026074420082823124,0.021769433320043944,0.5192004118469318,0.009999999999999787,0.9543607853968104,0.5834587400647393,-0.877093920475964,-0.26374236392540895,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-21,-0.01595135731393693,-0.025338109873381143,0.010688314266948495,0.02083929806910081,0.7540273210591253,-0.04999999999999982,0.9386987116355517,0.5706841038466164,-0.8001637360999676,0.1998362639000324,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
2025-05-22,-0.006027549404838517,-0.006839303650241213,0.005943196642497206,0.020764243882657882,0.6306109720609632,-0.08999999999999986,0.9232681702541273,0.55790641334928,-0.9810997310923623,-0.40636777978975613,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
